OrphaCode,DisorderName,DisorderType,HPOTerm0,HPOFrequency0,HPOTerm1,HPOFrequency1,HPOTerm2,HPOFrequency2,HPOTerm3,HPOFrequency3,HPOTerm4,HPOFrequency4,HPOTerm5,HPOFrequency5,HPOTerm6,HPOFrequency6,HPOTerm7,HPOFrequency7,HPOTerm8,HPOFrequency8,HPOTerm9,HPOFrequency9,HPOTerm10,HPOFrequency10,HPOTerm11,HPOFrequency11
504476,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,Disease,Sensorineural hearing impairment,Frequent (79-30%),Optic atrophy,Frequent (79-30%),Delayed speech and language development,Frequent (79-30%),Dysarthria,Frequent (79-30%),Areflexia,Frequent (79-30%),Dysmetria,Frequent (79-30%),Gait ataxia,Frequent (79-30%),Progressive cerebellar ataxia,Frequent (79-30%),Dysdiadochokinesis,Frequent (79-30%),Intention tremor,Frequent (79-30%),Distal muscle weakness,Frequent (79-30%),Multiple joint contractures,Frequent (79-30%)
496756,Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome,Disease,Progressive encephalopathy,Very frequent (99-80%),Spastic ataxia,Very frequent (99-80%),Distal amyotrophy,Very frequent (99-80%),Spinal muscular atrophy,Very frequent (99-80%),Intellectual disability,Frequent (79-30%),Dysarthria,Frequent (79-30%),Global developmental delay,Frequent (79-30%),Cerebellar atrophy,Frequent (79-30%),Generalized hypotonia,Frequent (79-30%),Hypoplasia of the corpus callosum,Frequent (79-30%),Developmental regression,Frequent (79-30%),EMG: chronic denervation signs,Frequent (79-30%)
95433,Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome,Disease,Hearing impairment,Frequent (79-30%),Conjunctival telangiectasia,Frequent (79-30%),Blindness,Frequent (79-30%),Nystagmus,Frequent (79-30%),Optic atrophy,Frequent (79-30%),Sensory neuropathy,Frequent (79-30%),Gait ataxia,Frequent (79-30%),Progressive cerebellar ataxia,Frequent (79-30%),Impaired vibration sensation in the lower limbs,Frequent (79-30%),Head tremor,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Spastic dysarthria,Frequent (79-30%)
71272,Sandifer syndrome,Disease,Torticollis,Very frequent (99-80%),Gastroesophageal reflux,Very frequent (99-80%),Abnormal head movements,Very frequent (99-80%),Abnormal posturing,Very frequent (99-80%),Anemia,Frequent (79-30%),Hiatus hernia,Frequent (79-30%),Hematemesis,Frequent (79-30%),Decreased cervical spine mobility,Frequent (79-30%),Feeding difficulties,Frequent (79-30%),Abnormal involuntary eye movements,Frequent (79-30%),Esophagitis,Frequent (79-30%),Epigastric pain,Frequent (79-30%)
363429,Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome,Disease,Nystagmus,Very frequent (99-80%),Oculomotor apraxia,Very frequent (99-80%),Progressive cerebellar ataxia,Very frequent (99-80%),Abnormal pyramidal sign,Very frequent (99-80%),Ptosis,Frequent (79-30%),Optic disc pallor,Frequent (79-30%),Esotropia,Frequent (79-30%),Hypometric saccades,Frequent (79-30%),Horizontal nystagmus,Frequent (79-30%),"Intellectual disability, mild",Frequent (79-30%),Global developmental delay,Frequent (79-30%),Generalized hypotonia,Frequent (79-30%)
247806,APC-related attenuated familial adenomatous polyposis,Clinical subtype,Adenomatous colonic polyposis,Very frequent (99-80%),Colon cancer,Frequent (79-30%),Multiple gastric polyps,Frequent (79-30%),Duodenal polyposis,Frequent (79-30%),Gastrointestinal carcinoma,Very rare (&lt;4-1%),Medulloblastoma,Very rare (&lt;4-1%),Neoplasm of the pancreas,Very rare (&lt;4-1%),Papillary thyroid carcinoma,Very rare (&lt;4-1%),Breast carcinoma,Very rare (&lt;4-1%),Adrenocortical carcinoma,Very rare (&lt;4-1%),Duodenal adenocarcinoma,Very rare (&lt;4-1%),Congenital hypertrophy of retinal pigment epithelium,Very rare (&lt;4-1%)
220460,Attenuated familial adenomatous polyposis,Disease,Colorectal polyposis,Very frequent (99-80%),Duodenal polyposis,Frequent (79-30%),Adenomatous colonic polyposis,Frequent (79-30%),Neoplasm of the stomach,Frequent (79-30%),Large intestinal polyposis,Frequent (79-30%),Rectal polyposis,Frequent (79-30%),Uterine leiomyoma,Occasional (29-5%),Thyroid adenoma,Occasional (29-5%),Multiple renal cysts,Occasional (29-5%),Astrocytoma,Occasional (29-5%),Fibroma,Occasional (29-5%),Papilloma,Occasional (29-5%)
157798,Serrated polyposis syndrome,Disease,Colorectal polyposis,Very frequent (99-80%),Adenomatous colonic polyposis,Frequent (79-30%),Gastric diverticulum,Frequent (79-30%),Neoplasm of the large intestine,Occasional (29-5%),Melanoma,Very rare (&lt;4-1%),Bladder carcinoma,Very rare (&lt;4-1%),Breast carcinoma,Very rare (&lt;4-1%),Pancreatic adenocarcinoma,Very rare (&lt;4-1%),Prostate cancer,Very rare (&lt;4-1%),Hodgkin lymphoma,Very rare (&lt;4-1%),Schwannoma,Very rare (&lt;4-1%),Biliary tract neoplasm,Very rare (&lt;4-1%)
261584,Familial adenomatous polyposis due to 5q22.2 microdeletion,Etiological subtype,Adenomatous colonic polyposis,Very frequent (99-80%),Narrow mouth,Frequent (79-30%),Thick upper lip vermilion,Frequent (79-30%),High palate,Frequent (79-30%),Long face,Frequent (79-30%),Mandibular prognathia,Frequent (79-30%),Hypertelorism,Frequent (79-30%),Long philtrum,Frequent (79-30%),High forehead,Frequent (79-30%),Broad nasal tip,Frequent (79-30%),Downslanted palpebral fissures,Frequent (79-30%),"Intellectual disability, mild",Frequent (79-30%)
157794,Hereditary mixed polyposis syndrome,Disease,Abnormal bleeding,Very frequent (99-80%),Hematochezia,Very frequent (99-80%),Hyperplastic colonic polyposis,Very frequent (99-80%),Colon cancer,Frequent (79-30%),Adenomatous colonic polyposis,Frequent (79-30%),Refractory anemia,Frequent (79-30%),Neoplasm of the gastrointestinal tract,Frequent (79-30%),Juvenile colonic polyposis,Frequent (79-30%),Rectal polyposis,Frequent (79-30%),Colorectal polyposis,Frequent (79-30%),Intussusception,Occasional (29-5%),Adenocarcinoma of the colon,Occasional (29-5%)
454840,NTHL1-related attenuated familial adenomatous polyposis,Clinical subtype,Adenomatous colonic polyposis,Very frequent (99-80%),Meningioma,Frequent (79-30%),Breast carcinoma,Frequent (79-30%),Colon cancer,Frequent (79-30%),Neoplasm of the skin,Frequent (79-30%),Bladder neoplasm,Frequent (79-30%),Endometrial carcinoma,Frequent (79-30%),Neoplasm of the rectum,Frequent (79-30%),Ovarian cyst,Occasional (29-5%),Basal cell carcinoma,Occasional (29-5%),Squamous cell carcinoma,Occasional (29-5%),Pancreatic adenocarcinoma,Occasional (29-5%)
480536,MSH3-related attenuated familial adenomatous polyposis,Clinical subtype,Juvenile gastrointestinal polyposis,Very frequent (99-80%),Adenomatous colonic polyposis,Very frequent (99-80%),Colorectal polyposis,Very frequent (99-80%),Uterine leiomyoma,Frequent (79-30%),Thyroid adenoma,Frequent (79-30%),Colon cancer,Frequent (79-30%),Multiple gastric polyps,Frequent (79-30%),Neoplasm of the skin,Frequent (79-30%),Astrocytoma,Frequent (79-30%),Stomach cancer,Frequent (79-30%),Papilloma,Frequent (79-30%),Neoplasm of the rectum,Frequent (79-30%)
59135,Laing early-onset distal myopathy,Disease,Foot dorsiflexor weakness,Very frequent (99-80%),Toe extensor amyotrophy,Very frequent (99-80%),High palate,Frequent (79-30%),Neck muscle weakness,Frequent (79-30%),Gait disturbance,Frequent (79-30%),Abnormality of the calf musculature,Frequent (79-30%),Distal muscle weakness,Frequent (79-30%),Scoliosis,Frequent (79-30%),Progressive muscle weakness,Frequent (79-30%),Myalgia,Frequent (79-30%),Minicore myopathy,Frequent (79-30%),Type 1 muscle fiber predominance,Frequent (79-30%)
399096,Distal anoctaminopathy,Disease,Progressive muscle weakness,Very frequent (99-80%),Distal lower limb muscle weakness,Very frequent (99-80%),Difficulty walking,Frequent (79-30%),Waddling gait,Frequent (79-30%),Muscle stiffness,Frequent (79-30%),Difficulty running,Frequent (79-30%),Highly elevated creatine phosphokinase,Frequent (79-30%),Distal amyotrophy,Occasional (29-5%),Calf muscle pseudohypertrophy,Occasional (29-5%),Proximal muscle weakness in upper limbs,Occasional (29-5%),Progressive proximal muscle weakness,Occasional (29-5%),Rhabdomyolysis,Very rare (&lt;4-1%)
98911,Distal myotilinopathy,Disease,Hyporeflexia,Very frequent (99-80%),Difficulty walking,Very frequent (99-80%),Progressive distal muscle weakness,Very frequent (99-80%),Peripheral neuropathy,Very frequent (99-80%),Abnormal muscle fiber myotilin,Very frequent (99-80%),Dysarthria,Frequent (79-30%),Nasal speech,Frequent (79-30%),Multiple joint contractures,Frequent (79-30%),Elevated serum creatine kinase,Frequent (79-30%),EMG: myopathic abnormalities,Frequent (79-30%),Muscle stiffness,Frequent (79-30%),Distal amyotrophy,Frequent (79-30%)
502423,Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome,Disease,High palate,Frequent (79-30%),Long face,Frequent (79-30%),Micrognathia,Frequent (79-30%),Hearing impairment,Frequent (79-30%),Hypotelorism,Frequent (79-30%),Depressivity,Frequent (79-30%),Anxiety,Frequent (79-30%),Delayed speech and language development,Frequent (79-30%),Pectus excavatum,Frequent (79-30%),Primary amenorrhea,Frequent (79-30%),Hyperthyroidism,Frequent (79-30%),Increased circulating prolactin concentration,Frequent (79-30%)
663,Mitochondrial DNA-related progressive external ophthalmoplegia,Disease,Progressive external ophthalmoplegia,Very frequent (99-80%),Muscle abnormality related to mitochondrial dysfunction,Very frequent (99-80%),Ptosis,Frequent (79-30%),Hypothyroidism,Frequent (79-30%),Brisk reflexes,Frequent (79-30%),Restrictive deficit on pulmonary function testing,Frequent (79-30%),Increased serum lactate,Frequent (79-30%),Respiratory insufficiency due to muscle weakness,Frequent (79-30%),Ragged-red muscle fibers,Frequent (79-30%),Axial muscle weakness,Frequent (79-30%),EMG abnormality,Frequent (79-30%),Mildly elevated creatine kinase,Frequent (79-30%)
3208,Isolated succinate-CoQ reductase deficiency,Disease,Hyperactive deep tendon reflexes,Frequent (79-30%),Hyperactive patellar reflex,Frequent (79-30%),Progressive psychomotor deterioration,Frequent (79-30%),Hyperreflexia in upper limbs,Frequent (79-30%),Reduced visual acuity,Frequent (79-30%),Irritability,Occasional (29-5%),Seizures,Occasional (29-5%),Ataxia,Occasional (29-5%),Spastic tetraparesis,Occasional (29-5%),Generalized hypotonia,Occasional (29-5%),Intrauterine growth retardation,Occasional (29-5%),Spastic paraparesis,Occasional (29-5%)
98908,Neutral lipid storage myopathy,Disease,Shoulder girdle muscle weakness,Very frequent (99-80%),Progressive proximal muscle weakness,Very frequent (99-80%),Increased intramyocellular lipid droplets,Very frequent (99-80%),Fatty replacement of skeletal muscle,Very frequent (99-80%),Motor delay,Frequent (79-30%),Generalized hypotonia,Frequent (79-30%),Hepatic steatosis,Frequent (79-30%),Cardiomyopathy,Frequent (79-30%),Hypertriglyceridemia,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Fasciculations,Frequent (79-30%),Elevated hepatic transaminase,Frequent (79-30%)
254875,"Mitochondrial DNA depletion syndrome, myopathic form",Disease,Myopathy,Obligate (100%),Generalized hypotonia,Very frequent (99-80%),Muscle weakness,Very frequent (99-80%),Respiratory insufficiency,Very frequent (99-80%),Motor deterioration,Very frequent (99-80%),Muscular hypotonia,Frequent (79-30%),Hyporeflexia,Frequent (79-30%),Motor delay,Frequent (79-30%),Failure to thrive in infancy,Frequent (79-30%),Respiratory distress,Frequent (79-30%),Generalized-onset seizure,Frequent (79-30%),Difficulty walking,Frequent (79-30%)
399058,Alpha-B crystallin-related late-onset myopathy,Disease,Dysphonia,Very frequent (99-80%),Dysphagia,Very frequent (99-80%),Progressive distal muscle weakness,Very frequent (99-80%),Neck muscle weakness,Frequent (79-30%),Hyporeflexia,Frequent (79-30%),Limb-girdle muscle weakness,Frequent (79-30%),Axial muscle weakness,Frequent (79-30%),EMG: myopathic abnormalities,Frequent (79-30%),Increased variability in muscle fiber diameter,Frequent (79-30%),Autophagic vacuoles,Frequent (79-30%),Foot dorsiflexor weakness,Frequent (79-30%),Accumulation of muscle fiber desmin,Frequent (79-30%)
70595,Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome,Disease,Ptosis,Frequent (79-30%),Ophthalmoparesis,Frequent (79-30%),Nystagmus,Frequent (79-30%),Dysarthria,Frequent (79-30%),Hyporeflexia,Frequent (79-30%),Myoclonus,Frequent (79-30%),Vestibular dysfunction,Frequent (79-30%),Gait ataxia,Frequent (79-30%),Increased serum lactate,Frequent (79-30%),Positive Romberg sign,Frequent (79-30%),Impaired vibratory sensation,Frequent (79-30%),Ragged-red muscle fibers,Frequent (79-30%)
262767,Partial trisomy/tetrasomy of the short arm of chromosome 9,Category,Hypertelorism,Frequent (79-30%),Bulbous nose,Frequent (79-30%),Intellectual disability,Frequent (79-30%),Global developmental delay,Frequent (79-30%),Broad toe,Frequent (79-30%),Ventriculomegaly,Frequent (79-30%),Downturned corners of mouth,Frequent (79-30%),Clinodactyly of the 5th finger,Frequent (79-30%),Short stature,Frequent (79-30%),Persistent open anterior fontanelle,Frequent (79-30%),Unusual dermatoglyphics,Frequent (79-30%),Aplasia/Hypoplasia of the nails,Frequent (79-30%)
746,Mitochondrial trifunctional protein deficiency,Disease,Areflexia,Very frequent (99-80%),Rhabdomyolysis,Very frequent (99-80%),Exercise intolerance,Very frequent (99-80%),Muscular hypotonia,Frequent (79-30%),Lethargy,Frequent (79-30%),Muscle weakness,Frequent (79-30%),Failure to thrive in infancy,Frequent (79-30%),Congestive heart failure,Frequent (79-30%),Cardiomyopathy,Frequent (79-30%),Left ventricular hypertrophy,Frequent (79-30%),Hypoketotic hypoglycemia,Frequent (79-30%),Poor suck,Frequent (79-30%)
399103,Distal nebulin myopathy,Disease,High palate,Frequent (79-30%),EMG: myopathic abnormalities,Frequent (79-30%),Neck flexor weakness,Frequent (79-30%),Nemaline bodies,Frequent (79-30%),Ankle flexion contracture,Frequent (79-30%),Weakness of the intrinsic hand muscles,Frequent (79-30%),Foot dorsiflexor weakness,Frequent (79-30%),Progressive distal muscle weakness,Frequent (79-30%),Weakness of long finger extensor muscles,Frequent (79-30%),Sternocleidomastoid amyotrophy,Frequent (79-30%),Slender build,Occasional (29-5%),Exertional dyspnea,Occasional (29-5%)
329478,Adult-onset distal myopathy due to VCP mutation,Disease,Distal muscle weakness,Very frequent (99-80%),Dementia,Frequent (79-30%),Abnormality of the musculature of the lower limbs,Frequent (79-30%),Progressive neurologic deterioration,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Frequent falls,Frequent (79-30%),Fasciculations,Frequent (79-30%),Myalgia,Frequent (79-30%),Muscle spasm,Frequent (79-30%),EMG: myopathic abnormalities,Frequent (79-30%),Scapular winging,Frequent (79-30%),Rimmed vacuoles,Frequent (79-30%)
397744,Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,Disease,Decreased nerve conduction velocity,Frequent (79-30%),Hyporeflexia,Frequent (79-30%),Hoarse voice,Frequent (79-30%),Myopathy,Frequent (79-30%),EMG: myopathic abnormalities,Frequent (79-30%),Increased variability in muscle fiber diameter,Frequent (79-30%),Lower limb muscle weakness,Frequent (79-30%),Mildly elevated creatine kinase,Frequent (79-30%),Bilateral sensorineural hearing impairment,Frequent (79-30%),Progressive distal muscle weakness,Frequent (79-30%),Peripheral neuropathy,Frequent (79-30%),Structural foot deformity,Frequent (79-30%)
399081,KLHL9-related early-onset distal myopathy,Disease,Distal sensory impairment,Very frequent (99-80%),EMG: myopathic abnormalities,Very frequent (99-80%),Ankle flexion contracture,Very frequent (99-80%),Weakness of the intrinsic hand muscles,Very frequent (99-80%),Progressive distal muscle weakness,Very frequent (99-80%),Abnormality of the calf musculature,Frequent (79-30%),Impaired vibration sensation in the lower limbs,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Steppage gait,Frequent (79-30%),Absent patellar reflexes,Frequent (79-30%),Impaired distal tactile sensation,Frequent (79-30%),Intrinsic hand muscle atrophy,Frequent (79-30%)
399086,Finnish upper limb-onset distal myopathy,Disease,Clumsiness,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Distal sensory impairment,Frequent (79-30%),Steppage gait,Frequent (79-30%),EMG: myopathic abnormalities,Frequent (79-30%),Rimmed vacuoles,Frequent (79-30%),Mildly elevated creatine kinase,Frequent (79-30%),Intrinsic hand muscle atrophy,Frequent (79-30%),Weakness of the intrinsic hand muscles,Frequent (79-30%),Amyotrophy of ankle musculature,Frequent (79-30%),Progressive distal muscle weakness,Frequent (79-30%),Joint contracture of the hand,Frequent (79-30%)
488650,"Distal myopathy, Tateyama type",Disease,EMG: myopathic abnormalities,Frequent (79-30%),Increased variability in muscle fiber diameter,Frequent (79-30%),Calf muscle pseudohypertrophy,Frequent (79-30%),Progressive pes cavus,Frequent (79-30%),Intrinsic hand muscle atrophy,Frequent (79-30%),Weakness of the intrinsic hand muscles,Frequent (79-30%),Progressive distal muscle weakness,Frequent (79-30%),Abnormal muscle fiber protein expression,Frequent (79-30%),Abnormal levels of creatine kinase in blood,Frequent (79-30%),Clumsiness,Occasional (29-5%),Hypercholesterolemia,Occasional (29-5%),Percussion-induced rapid rolling muscle contractions,Occasional (29-5%)
178400,Distal myopathy with anterior tibial onset,Disease,Absent muscle fiber dysferlin,Very frequent (99-80%),Abnormal levels of creatine kinase in blood,Very frequent (99-80%),Exercise-induced myalgia,Frequent (79-30%),Tibialis muscle weakness,Frequent (79-30%),Progressive proximal muscle weakness,Frequent (79-30%),Limb-girdle muscle weakness,Occasional (29-5%),Absent Achilles reflex,Occasional (29-5%),Intrinsic hand muscle atrophy,Occasional (29-5%),Weakness of the intrinsic hand muscles,Occasional (29-5%),Finger flexor weakness,Very rare (&lt;4-1%),Neck muscle weakness,Excluded (0%),Sensory impairment,Excluded (0%)
531151,9q21.13 microdeletion syndrome,Malformation syndrome,Cryptorchidism,Very frequent (99-80%),Hydronephrosis,Very frequent (99-80%),Abnormal heart morphology,Very frequent (99-80%),Difficulty walking,Very frequent (99-80%),Gastrointestinal dysmotility,Very frequent (99-80%),Ptosis,Frequent (79-30%),Long palpebral fissure,Frequent (79-30%),Delayed speech and language development,Frequent (79-30%),Hip dysplasia,Frequent (79-30%),Talipes,Frequent (79-30%),Scoliosis,Frequent (79-30%),Downturned corners of mouth,Frequent (79-30%)
496790,Ocular anomalies-axonal neuropathy-developmental delay syndrome,Disease,Intellectual disability,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%),Muscular hypotonia of the trunk,Very frequent (99-80%),Spasticity,Frequent (79-30%),Spastic gait,Frequent (79-30%),Increased serum lactate,Frequent (79-30%),Poor speech,Frequent (79-30%),Peripheral axonal neuropathy,Frequent (79-30%),Lower limb amyotrophy,Frequent (79-30%),Cryptorchidism,Occasional (29-5%),Long face,Occasional (29-5%),Mandibular prognathia,Occasional (29-5%)
300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,Disease,Seizures,Obligate (100%),Global developmental delay,Very frequent (99-80%),Strabismus,Frequent (79-30%),Abnormality of eye movement,Frequent (79-30%),Esotropia,Frequent (79-30%),Nystagmus,Frequent (79-30%),Intellectual disability,Frequent (79-30%),Spasticity,Frequent (79-30%),Cerebellar hypoplasia,Frequent (79-30%),Partial agenesis of the corpus callosum,Frequent (79-30%),Lissencephaly,Frequent (79-30%),Bilateral ptosis,Frequent (79-30%)
280633,Multiple congenital anomalies-hypotonia-seizures syndrome,Malformation syndrome,Nystagmus,Very frequent (99-80%),Seizures,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%),Severe muscular hypotonia,Very frequent (99-80%),Severe global developmental delay,Very frequent (99-80%),High palate,Frequent (79-30%),Coarse facial features,Frequent (79-30%),Strabismus,Frequent (79-30%),Brachydactyly,Frequent (79-30%),Tapered finger,Frequent (79-30%),Hyporeflexia,Frequent (79-30%),Tremor,Frequent (79-30%)
69085,Limb-mammary syndrome,Malformation syndrome,Lacrimal duct atresia,Frequent (79-30%),Absent lacrimal punctum,Frequent (79-30%),Hypoplastic nipples,Frequent (79-30%),Absent nipple,Frequent (79-30%),Bilateral breast hypoplasia,Frequent (79-30%),Breast aplasia,Frequent (79-30%),Cleft palate,Occasional (29-5%),Bifid uvula,Occasional (29-5%),Blepharitis,Occasional (29-5%),Hypodontia,Occasional (29-5%),Dry skin,Occasional (29-5%),Hypohidrosis,Occasional (29-5%)
442835,Undetermined early-onset epileptic encephalopathy,Disease,Encephalopathy,Very frequent (99-80%),Delayed speech and language development,Frequent (79-30%),Intellectual disability,Frequent (79-30%),Seizures,Frequent (79-30%),Global developmental delay,Frequent (79-30%),Hyporeflexia,Frequent (79-30%),Generalized hypotonia,Frequent (79-30%),Failure to thrive,Frequent (79-30%),Developmental regression,Frequent (79-30%),EEG with multifocal slow activity,Frequent (79-30%),Abnormality of coordination,Frequent (79-30%),Microcephaly,Occasional (29-5%)
447757,Autosomal dominant spastic paraplegia type 9B,Disease,Spastic gait,Frequent (79-30%),Postural tremor,Frequent (79-30%),Progressive neurologic deterioration,Frequent (79-30%),Spastic dysarthria,Frequent (79-30%),Upper motor neuron dysfunction,Frequent (79-30%),Progressive inability to walk,Frequent (79-30%),Babinski sign,Frequent (79-30%),Hyperactive patellar reflex,Frequent (79-30%),Motor polyneuropathy,Frequent (79-30%),Progressive gait ataxia,Frequent (79-30%),Hyperreflexia in upper limbs,Frequent (79-30%),Progressive pes cavus,Frequent (79-30%)
2596,Myopathy and diabetes mellitus,Disease,Skeletal myopathy,Very frequent (99-80%),Proximal amyotrophy,Very frequent (99-80%),Type I diabetes mellitus,Very frequent (99-80%),Lower limb hyperreflexia,Frequent (79-30%),Inability to walk,Frequent (79-30%),Babinski sign,Frequent (79-30%),Exercise intolerance,Frequent (79-30%),Shoulder girdle muscle weakness,Frequent (79-30%),Difficulty climbing stairs,Frequent (79-30%),Difficulty running,Frequent (79-30%),Progressive proximal muscle weakness,Frequent (79-30%),Hyporeflexia of upper limbs,Frequent (79-30%)
2332,KBG syndrome,Malformation syndrome,Long philtrum,Frequent (79-30%),Macrotia,Frequent (79-30%),Prominent nasal bridge,Frequent (79-30%),Underdeveloped nasal alae,Frequent (79-30%),Anteverted nares,Frequent (79-30%),Webbed neck,Frequent (79-30%),Short neck,Frequent (79-30%),Strabismus,Frequent (79-30%),Telecanthus,Frequent (79-30%),Thick eyebrow,Frequent (79-30%),Long palpebral fissure,Frequent (79-30%),Synophrys,Frequent (79-30%)
2209,Maternal phenylketonuria,Malformation syndrome,Abnormal heart morphology,Very frequent (99-80%),Microcephaly,Frequent (79-30%),Intellectual disability,Frequent (79-30%),Global developmental delay,Frequent (79-30%),Intrauterine growth retardation,Frequent (79-30%),Coarctation of aorta,Frequent (79-30%),Abnormal facial shape,Frequent (79-30%),Hypoplastic left heart,Frequent (79-30%),High palate,Occasional (29-5%),Long philtrum,Occasional (29-5%),Micrognathia,Occasional (29-5%),Wide nasal bridge,Occasional (29-5%)
98907,Neutral lipid storage disease with ichthyosis,Disease,Increased intramyocellular lipid droplets,Frequent (79-30%),Eclabion,Frequent (79-30%),Abnormal levels of creatine kinase in blood,Frequent (79-30%),Micronodular cirrhosis,Occasional (29-5%),Central nervous system degeneration,Occasional (29-5%),Obesity,Excluded (0%),Ketosis,Excluded (0%),Congenital nonbullous ichthyosiform erythroderma,Very frequent (99-80%),Progressive proximal muscle weakness,Very frequent (99-80%),Small earlobe,Frequent (79-30%),Sensorineural hearing impairment,Frequent (79-30%),Strabismus,Frequent (79-30%)
329314,Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency,Disease,Progressive external ophthalmoplegia,Frequent (79-30%),Bilateral ptosis,Frequent (79-30%),Dysphagia,Frequent (79-30%),Limb-girdle muscle weakness,Frequent (79-30%),Sensory axonal neuropathy,Frequent (79-30%),Limb-girdle muscle atrophy,Frequent (79-30%),Lower limb muscle weakness,Frequent (79-30%),Adult onset sensorineural hearing impairment,Frequent (79-30%),Strabismus,Occasional (29-5%),Cataract,Occasional (29-5%),Optic atrophy,Occasional (29-5%),Depressivity,Occasional (29-5%)
254854,Pure mitochondrial myopathy,Disease,Exercise intolerance,Very frequent (99-80%),Difficulty climbing stairs,Very frequent (99-80%),Proximal muscle weakness,Very frequent (99-80%),Difficulty running,Very frequent (99-80%),Frequent falls,Frequent (79-30%),Distal muscle weakness,Frequent (79-30%),Waddling gait,Frequent (79-30%),Hyporeflexia of lower limbs,Frequent (79-30%),Gowers sign,Frequent (79-30%),Shoulder girdle muscle weakness,Frequent (79-30%),Neck flexor weakness,Frequent (79-30%),Pelvic girdle muscle weakness,Frequent (79-30%)
329336,Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy,Disease,Progressive external ophthalmoplegia,Obligate (100%),Exercise intolerance,Very frequent (99-80%),Limb muscle weakness,Very frequent (99-80%),High palate,Frequent (79-30%),Hearing impairment,Frequent (79-30%),Dysarthria,Frequent (79-30%),Bilateral ptosis,Frequent (79-30%),Dysphagia,Frequent (79-30%),Areflexia of lower limbs,Frequent (79-30%),Respiratory insufficiency due to muscle weakness,Frequent (79-30%),Skeletal muscle atrophy,Frequent (79-30%),Myalgia,Frequent (79-30%)
79096,Pyridoxal phosphate-responsive seizures,Disease,Status epilepticus,Very frequent (99-80%),Epileptic encephalopathy,Very frequent (99-80%),Abnormality of eye movement,Frequent (79-30%),Seizures,Frequent (79-30%),Global developmental delay,Frequent (79-30%),Hypertonia,Frequent (79-30%),Myoclonus,Frequent (79-30%),Failure to thrive,Frequent (79-30%),Abnormality of the amniotic fluid,Frequent (79-30%),Premature birth,Frequent (79-30%),Metabolic acidosis,Frequent (79-30%),Hypoglycemia,Frequent (79-30%)
79155,Hydroxykynureninuria,Disease,Encephalopathy,Obligate (100%),Abnormality of tryptophan metabolism,Obligate (100%),Stereotypy,Frequent (79-30%),Dry skin,Frequent (79-30%),Intellectual disability,Frequent (79-30%),Global developmental delay,Frequent (79-30%),Hypertonia,Frequent (79-30%),Tachycardia,Frequent (79-30%),Metabolic acidosis,Frequent (79-30%),Renal tubular acidosis,Frequent (79-30%),Headache,Frequent (79-30%),Hypotension,Frequent (79-30%)
221091,Trigeminal neuralgia,Disease,Trigeminal neuralgia,Obligate (100%),Depressivity,Very frequent (99-80%),Cluster headache,Very frequent (99-80%),Allodynia,Very frequent (99-80%),Difficulty in tongue movements,Frequent (79-30%),Episodic paroxysmal anxiety,Frequent (79-30%),Poor speech,Frequent (79-30%),Paresthesia,Frequent (79-30%),Sensory impairment,Frequent (79-30%),Vascular tortuosity,Frequent (79-30%),Feeding difficulties,Frequent (79-30%),Mandibular pain,Frequent (79-30%)
83452,Complex regional pain syndrome,Disease,Limb pain,Very frequent (99-80%),Dry skin,Frequent (79-30%),Sensory impairment,Frequent (79-30%),Involuntary movements,Frequent (79-30%),Slow-growing nails,Frequent (79-30%),Pedal edema,Frequent (79-30%),Edema of the upper limbs,Frequent (79-30%),Erythema,Frequent (79-30%),Trophic changes related to pain,Frequent (79-30%),Allodynia,Frequent (79-30%),Hyperalgesia,Frequent (79-30%),Abnormality of hair growth,Frequent (79-30%)
101685,Rare non-syndromic intellectual disability,Disease,Intellectual disability,Very frequent (99-80%),Global developmental delay,Frequent (79-30%),Generalized tonic-clonic seizures,Frequent (79-30%),Polymicrogyria,Frequent (79-30%),Microcephaly,Occasional (29-5%),Hearing impairment,Occasional (29-5%),Ptosis,Occasional (29-5%),Autistic behavior,Occasional (29-5%),Seizures,Occasional (29-5%),Spasticity,Occasional (29-5%),Generalized hypotonia,Occasional (29-5%),Absent septum pellucidum,Occasional (29-5%)
